Termo: 109560, anúncio: 525891, posição: [[9]], valor: 0.11175086585264932
Termo: 235862, anúncio: 511169, posição: [[26]], valor: 0.0022462542040319576
Termo: 144196, anúncio: 587592, posição: [[6]], valor: 0.0034777964604431094
Termo: 224494, anúncio: 522727, posição: [[6]], valor: 0.03135201761776888
Termo: 352210, anúncio: 638748, posição: [[544]], valor: 0.0003102661298922223
Termo: 336741, anúncio: 478531, posição: [[18]], valor: 0.003939992919954095
Termo: 261261, anúncio: 649329, posição: [[5]], valor: 0.012571343050136973
Termo: 329787, anúncio: 533481, posição: [[84]], valor: 0.0025396846850500804
Termo: 199794, anúncio: 496539, posição: [[2]], valor: 0.0665196917641502
Termo: 287386, anúncio: 535906, posição: [[1]], valor: 0.1000259819573875
Termo: 191720, anúncio: 633940, posição: [[155]], valor: 0.058698674675827275
Termo: 324195, anúncio: 613955, posição: [[6]], valor: 0.03672009655292535
Termo: 144648, anúncio: 498816, posição: [[43]], valor: 0.01268799246180707
Termo: 373837, anúncio: 486274, posição: [[247]], valor: 0.000816220244609606
Termo: 438807, anúncio: 505140, posição: [[334]], valor: 0.00022090492372886994
Termo: 98859, anúncio: 459826, posição: [[16]], valor: 0.0033644340310383667
Termo: 169511, anúncio: 519809, posição: [[247832]], valor: 0.0
Termo: 455950, anúncio: 625819, posição: [[24]], valor: 0.00651388015590418
Termo: 361307, anúncio: 479126, posição: [[3]], valor: 0.015163902070365205
Termo: 307315, anúncio: 595305, posição: [[6]], valor: 0.02674831974343698
Termo: 113644, anúncio: 467722, posição: [[41]], valor: 0.06454594105850375
Termo: 57453, anúncio: 609172, posição: [[18]], valor: 0.0008431372136526495
Termo: 206799, anúncio: 631061, posição: [[2]], valor: 0.009782161035104181
Termo: 285220, anúncio: 618569, posição: [[61]], valor: 0.0020670519363147283
Termo: 294080, anúncio: 591229, posição: [[8]], valor: 0.04166783672672589
Termo: 363912, anúncio: 651094, posição: [[129]], valor: 0.0034268214831989757
Termo: 385747, anúncio: 627511, posição: [[6]], valor: 0.6327363024757889
Termo: 126185, anúncio: 599087, posição: [[20]], valor: 0.007510542793165556
Termo: 291745, anúncio: 533978, posição: [[177]], valor: 0.001166395762277915
Termo: 173361, anúncio: 480076, posição: [[57518]], valor: 0.0
Termo: 403425, anúncio: 642476, posição: [[5]], valor: 0.09419870507681369
Termo: 201560, anúncio: 618569, posição: [[17]], valor: 0.0014269154837968892
Termo: 32161, anúncio: 624932, posição: [[7]], valor: 0.00036367752416031164
Termo: 359578, anúncio: 482939, posição: [[2]], valor: 0.09165613365982171
Termo: 236523, anúncio: 586397, posição: [[2]], valor: 0.0029619723623501063
Termo: 300584, anúncio: 462671, posição: [[3]], valor: 0.18325916398758574
Termo: 357879, anúncio: 579574, posição: [[24]], valor: 0.009264736757833741
Termo: 13829, anúncio: 559422, posição: [[6]], valor: 0.05609821152570013
Termo: 438905, anúncio: 598760, posição: [[1]], valor: 0.1132704598304932
Termo: 309815, anúncio: 543945, posição: [[40]], valor: 0.0009153918134974137
Termo: 260856, anúncio: 643792, posição: [[9]], valor: 0.02400627965993104
Termo: 139161, anúncio: 618259, posição: [[2]], valor: 0.1803268038949941
Termo: 12303, anúncio: 534198, posição: [[316284]], valor: 0.0
Termo: 255615, anúncio: 511309, posição: [[12]], valor: 0.2391325208137005
Termo: 395880, anúncio: 525921, posição: [[256946]], valor: 0.0
Termo: 393074, anúncio: 519033, posição: [[7]], valor: 0.04598840599564634
Termo: 373888, anúncio: 590496, posição: [[12]], valor: 0.08515222452140922
Termo: 184729, anúncio: 601416, posição: [[13]], valor: 0.02065891644961963
Termo: 325287, anúncio: 559504, posição: [[290730]], valor: 0.0
Termo: 309287, anúncio: 466263, posição: [[15]], valor: 0.008657890888303994
Termo: 348036, anúncio: 517254, posição: [[10]], valor: 0.00040332873026922915
Termo: 339379, anúncio: 459792, posição: [[9]], valor: 0.02197539017949881
Termo: 427064, anúncio: 595305, posição: [[8]], valor: 0.0363443151509789
Termo: 203155, anúncio: 484436, posição: [[4]], valor: 0.0053747384828596555
Termo: 325088, anúncio: 481334, posição: [[2]], valor: 0.015959442006679758
Termo: 411976, anúncio: 577636, posição: [[10]], valor: 0.042674671044885024
Termo: 176306, anúncio: 605949, posição: [[22]], valor: 0.02408351931785135
Termo: 197188, anúncio: 563777, posição: [[5]], valor: 0.015305326274066184
Termo: 195370, anúncio: 578110, posição: [[9]], valor: 0.006351919229736717
Termo: 136068, anúncio: 460901, posição: [[15]], valor: 0.01539714491538028
Termo: 244141, anúncio: 502721, posição: [[4833]], valor: 1.300461800230788e-05
Termo: 129230, anúncio: 549076, posição: [[15]], valor: 0.08253977141347735
Termo: 44052, anúncio: 574634, posição: [[137]], valor: 0.0038654002303617325
Termo: 335739, anúncio: 618760, posição: [[3]], valor: 0.05506431175896699
Termo: 442738, anúncio: 554647, posição: [[6]], valor: 0.08862876423311034
Termo: 275488, anúncio: 634665, posição: [[209531]], valor: 0.0
Termo: 254940, anúncio: 598094, posição: [[19]], valor: 0.02717963285016712
Termo: 317231, anúncio: 511399, posição: [[1]], valor: 0.21122826560464525
Termo: 355510, anúncio: 612320, posição: [[1]], valor: 0.09431420543554733
Termo: 162506, anúncio: 630781, posição: [[7]], valor: 0.013011701993449315
Termo: 329007, anúncio: 467818, posição: [[4]], valor: 0.0019351637131194554
Termo: 431535, anúncio: 524041, posição: [[4]], valor: 0.029616676536050164
Termo: 116559, anúncio: 543431, posição: [[52]], valor: 0.004940496791598131
Termo: 385317, anúncio: 529827, posição: [[257791]], valor: 0.0
Termo: 429051, anúncio: 474898, posição: [[17]], valor: 0.15059150058730006
Termo: 45958, anúncio: 523972, posição: [[8]], valor: 0.012506659530965398
Termo: 436835, anúncio: 588261, posição: [[2]], valor: 0.02637062389137795
Termo: 326461, anúncio: 619398, posição: [[3]], valor: 0.008962551948833601
Termo: 70440, anúncio: 642031, posição: [[207208]], valor: 0.0
Termo: 283207, anúncio: 533978, posição: [[4]], valor: 0.0021745895518703626
Termo: 152570, anúncio: 559608, posição: [[13]], valor: 0.004273802969576853
Termo: 147115, anúncio: 502051, posição: [[281770]], valor: 0.0
Termo: 10305, anúncio: 531576, posição: [[19]], valor: 0.0428700865953842
Termo: 388950, anúncio: 493183, posição: [[8]], valor: 0.10347757147341129
Termo: 322909, anúncio: 537247, posição: [[1]], valor: 0.1414581002738239
Termo: 108680, anúncio: 571194, posição: [[299794]], valor: 0.0
Termo: 440402, anúncio: 554839, posição: [[1]], valor: 0.05334419335386317
Termo: 199651, anúncio: 499110, posição: [[292]], valor: 0.000488616534913056
Termo: 252704, anúncio: 560261, posição: [[86]], valor: 0.0022612907011415988
Termo: 221162, anúncio: 541710, posição: [[13]], valor: 0.03193487345824842
Termo: 193006, anúncio: 529623, posição: [[224]], valor: 0.00030412628839127163
Termo: 247357, anúncio: 460404, posição: [[22]], valor: 0.019416906822941574
Termo: 242969, anúncio: 589851, posição: [[85]], valor: 0.0016587344343223986
Termo: 184017, anúncio: 568052, posição: [[5401]], valor: 9.383670489463386e-05
Termo: 320933, anúncio: 621401, posição: [[8]], valor: 0.003952768563221733
Termo: 142387, anúncio: 647843, posição: [[306]], valor: 0.0009002735365253218
Termo: 332668, anúncio: 509084, posição: [[278565]], valor: 0.0
Termo: 375613, anúncio: 643242, posição: [[17]], valor: 0.00871569290018364
Termo: 453977, anúncio: 553769, posição: [[1]], valor: 0.05477019874316074
Termo: 82767, anúncio: 643247, posição: [[20]], valor: 0.0006363896701684899
Termo: 270800, anúncio: 591514, posição: [[22]], valor: 0.03663386918280012
Termo: 407156, anúncio: 632978, posição: [[41]], valor: 0.032852036125916
Termo: 323362, anúncio: 468662, posição: [[2]], valor: 0.028623358566138915
Termo: 52454, anúncio: 536514, posição: [[9]], valor: 0.002904486402963649
Termo: 19718, anúncio: 573795, posição: [[30]], valor: 0.002673667662223051
Termo: 188708, anúncio: 536973, posição: [[16]], valor: 0.006052329127512522
Termo: 298074, anúncio: 588198, posição: [[130]], valor: 0.0008559992428311845
Termo: 366579, anúncio: 467860, posição: [[94]], valor: 0.0004454419398180078
Termo: 458677, anúncio: 642362, posição: [[207021]], valor: 0.0
Termo: 253945, anúncio: 499202, posição: [[8]], valor: 0.08978205692580575
Termo: 334524, anúncio: 568227, posição: [[0]], valor: 0.01721854047712953
Termo: 297943, anúncio: 608278, posição: [[46]], valor: 0.02209962386449955
Termo: 302186, anúncio: 490843, posição: [[5]], valor: 0.027225607785881987
Termo: 19874, anúncio: 565161, posição: [[11]], valor: 0.017686763747021227
Termo: 281423, anúncio: 512928, posição: [[11]], valor: 0.028633176880538583
Termo: 246394, anúncio: 499479, posição: [[269012]], valor: 0.0
Termo: 321178, anúncio: 487600, posição: [[68]], valor: 0.008897042829326027
Termo: 104598, anúncio: 488068, posição: [[55910]], valor: 0.0
Termo: 325359, anúncio: 461885, posição: [[1]], valor: 0.0032617113096653208
Termo: 454034, anúncio: 646267, posição: [[8]], valor: 0.006695904944491028
Termo: 432476, anúncio: 627445, posição: [[9]], valor: 0.01850771573093235
Termo: 209048, anúncio: 542024, posição: [[1]], valor: 0.08734581046882235
Termo: 204385, anúncio: 625272, posição: [[36]], valor: 0.0006273265397160446
Termo: 111354, anúncio: 646392, posição: [[11]], valor: 0.006997268220307494
Termo: 51276, anúncio: 605922, posição: [[3]], valor: 0.042089860415244845
Termo: 254496, anúncio: 496404, posição: [[7]], valor: 0.16691821497799567
Termo: 204357, anúncio: 587963, posição: [[42]], valor: 0.2475186740964973
Termo: 110661, anúncio: 467899, posição: [[76070]], valor: 0.0
Termo: 351723, anúncio: 594207, posição: [[36]], valor: 0.00899368595899749
Termo: 99279, anúncio: 637002, posição: [[2]], valor: 0.011580892097047315
Termo: 107975, anúncio: 641821, posição: [[2]], valor: 0.04558730710224003
Termo: 79998, anúncio: 465615, posição: [[5]], valor: 0.05097849324836074
